  134.332     68.0047
  142.305     76.6713
  150.272     87.8695
  158.123     100.333
  162.321     112.578
  163.551     124.606
  163.189     134.099
  159.281     146.749
  150.466     158.967
  139.832     166.961
  124.411     171.992
  115.393     171.973
  103.982     169.628
  92.0078     163.907
  80.268     155.232
  71.0454     143.82
  64.6753     133.047
  60.0166     122.7
  55.927     113.198
  53.4386     102.222
  51.4072     91.0365
  49.9498     78.3752
  49.4051     65.9268
  50.4542     55.5915
  55.4947     47.1634
  62.9267     41.4829
  72.1768     39.8146
  80.5101     39.8322
  88.6111     41.748
  97.3944     44.9311
  106.175     49.169
  114.955     54.2508
  123.961     59.755
