  80.2337     59.7261
  75.7896     61.8289
  72.0223     70.2548
  71.8993     78.8953
  73.3707     87.7483
  75.9795     98.0777
  79.6131     108.619
  84.2729     118.107
  89.3907     125.278
  94.3964     130.763
  100.314     135.195
  105.437     137.94
  113.749     139.845
  118.761     139.429
  122.521     137.536
  126.056     133.957
  128.908     129.535
  129.827     121.949
  129.493     114.362
  127.68     105.298
  124.385     97.7072
  120.18     89.4836
  114.153     80.6258
  109.717     74.931
  103.344     69.4448
  99.1333     66.4899
  92.8734     62.2684
  88.7754     60.1566
  84.3337     59.9412
