  125.453     78.2446
  130.215     85.8546
  135.202     94.7311
  139.161     104.026
  142.538     117.328
  142.735     127.244
  138.593     139.889
  131.843     148.307
  125.678     151.874
  117.695     153.536
  109.948     152.879
  102.208     149.901
  96.0662     146.084
  89.5858     141.211
  84.2456     136.131
  79.1386     129.364
  75.0585     122.178
  71.8922     114.362
  69.071     105.492
  66.5917     96.6236
  64.003     86.2779
  63.0204     72.5618
  64.4243     60.963
  70.2573     54.2304
  77.9038     50.6682
  85.0839     50.4799
  91.1204     51.5539
  97.8347     54.5287
  103.976     58.5565
  110.911     63.8527
  118.07     70.2044
